id;type;loc_num;adresse;cp;commune;code_insee;longueur;largeur;lim_vitesse;sens;h_debut;h_fin;tonnage;geo_shape;geo_point_2d
92012025;LIVRAISON;DROIT;5 RUE HEYRAULT;92100;BOULOGNE BILLANCOURT;92012;10.0;0.0;50;UNIQUE;08:00;19:00;0.0;"{""coordinates"": [2.2399017498472906, 48.83185379190816], ""type"": ""Point""}";48.83185379190816,2.2399017498472906
92012035;LIVRAISON;DROIT;39 AVENUE JEAN-BAPTISTE CLEMENT;92100;BOULOGNE BILLANCOURT;92012;11.0;0.0;50;DOUBLE;08:00;19:00;0.0;"{""coordinates"": [2.2378795401491107, 48.846155282142114], ""type"": ""Point""}";48.846155282142114,2.2378795401491107
92012042;LIVRAISON;DROIT;41 AVENUE PIERRE GRENIER;92100;BOULOGNE BILLANCOURT;92012;11.0;0.0;50;DOUBLE;08:00;19:00;0.0;"{""coordinates"": [2.2517182513585614, 48.830360230516426], ""type"": ""Point""}";48.830360230516426,2.2517182513585614
92012051;LIVRAISON;DROIT;40 ROUTE DE LA REINE;92100;BOULOGNE BILLANCOURT;92012;20.0;0.0;50;DOUBLE;08:00;19:00;0.0;"{""coordinates"": [2.2458705351546904, 48.83927948090835], ""type"": ""Point""}";48.83927948090835,2.2458705351546904
92012052;LIVRAISON;DROIT;45 ROUTE DE LA REINE;92100;BOULOGNE BILLANCOURT;92012;10.0;0.0;50;DOUBLE;08:00;19:00;0.0;"{""coordinates"": [2.2458844092861043, 48.8390761230465], ""type"": ""Point""}";48.8390761230465,2.2458844092861043
92024046;LIVRAISON;DROIT;95 BOULEVARD JEAN JAURES;92110;CLICHY;92024;30.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3036265028532372, 48.90313307818771], ""type"": ""Point""}";48.90313307818771,2.3036265028532372
92024049;LIVRAISON;DROIT;3 RUE MEDERIC;92110;CLICHY;92024;9.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.30231104390331, 48.90347365819875], ""type"": ""Point""}";48.90347365819875,2.30231104390331
92024052;LIVRAISON;DROIT;19 RUE FERNAND PELLOUTIER;92110;CLICHY;92024;6.5;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3004524033973803, 48.90272283807439], ""type"": ""Point""}";48.90272283807439,2.3004524033973803
92024057;LIVRAISON;DROIT;2 RUE GESNOUIN;92110;CLICHY;92024;9.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2998141412347346, 48.90212899238202], ""type"": ""Point""}";48.90212899238202,2.2998141412347346
92024058;LIVRAISON;DROIT;5 RUE FERDINAND BUISSON;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3000284988643505, 48.90123903710245], ""type"": ""Point""}";48.90123903710245,2.3000284988643505
92024060;LIVRAISON;DROIT;37 RUE DE NEUILLY;92110;CLICHY;92024;12.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2992844095558542, 48.90062329363329], ""type"": ""Point""}";48.90062329363329,2.2992844095558542
92024066;LIVRAISON;DROIT;30 RUE CASTERES;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3013673225143774, 48.90098469554371], ""type"": ""Point""}";48.90098469554371,2.3013673225143774
92024068;LIVRAISON;DROIT;6 RUE CASTERES;92110;CLICHY;92024;20.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3033100727745723, 48.899114848878625], ""type"": ""Point""}";48.899114848878625,2.3033100727745723
92024074;LIVRAISON;DROIT;79 BOULEVARD JEAN JAURES;92110;CLICHY;92024;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3046403648679314, 48.90188892994123], ""type"": ""Point""}";48.90188892994123,2.3046403648679314
92024077;LIVRAISON;DROIT;14 RUE VICTOR MERIC;92110;CLICHY;92024;14.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3056639581807103, 48.90129276220904], ""type"": ""Point""}";48.90129276220904,2.3056639581807103
92012064;LIVRAISON;DROIT;44 RUE DE LA TOURELLE;92100;BOULOGNE BILLANCOURT;92012;10.0;0.0;50;UNIQUE;08:00;19:00;0.0;"{""coordinates"": [2.250692788235246, 48.84128100456044], ""type"": ""Point""}";48.84128100456044,2.250692788235246
92012073;LIVRAISON;DROIT;101 RUE DE PARIS;92100;BOULOGNE BILLANCOURT;92012;24.0;0.0;50;UNIQUE;08:00;19:00;0.0;"{""coordinates"": [2.23837834899102, 48.841461022256134], ""type"": ""Point""}";48.841461022256134,2.23837834899102
92012074;LIVRAISON;DROIT;131 RUE DE PARIS;92100;BOULOGNE BILLANCOURT;92012;11.0;0.0;50;DOUBLE;08:00;19:00;0.0;"{""coordinates"": [2.2336933252729607, 48.841470254670284], ""type"": ""Point""}";48.841470254670284,2.2336933252729607
92012076;LIVRAISON;DROIT;83 RUE DE SEVRES;92100;BOULOGNE BILLANCOURT;92012;9.5;0.0;50;DOUBLE;08:00;19:00;0.0;"{""coordinates"": [2.229199917718686, 48.83289845024656], ""type"": ""Point""}";48.83289845024656,2.229199917718686
92012077;LIVRAISON;DROIT;87 RUE DE SILLY;92100;BOULOGNE BILLANCOURT;92012;10.5;0.0;50;DOUBLE;08:00;19:00;0.0;"{""coordinates"": [2.2325001813073966, 48.835767447230815], ""type"": ""Point""}";48.835767447230815,2.2325001813073966
92012082;LIVRAISON;DROIT;1424 RUE DU VIEUX PONT DE SEVRES;92100;BOULOGNE BILLANCOURT;92012;44.0;0.0;50;UNIQUE;08:00;19:00;0.0;"{""coordinates"": [2.237435868244006, 48.829645365419225], ""type"": ""Point""}";48.829645365419225,2.237435868244006
92024004;LIVRAISON;DROIT;8 RUE PIERRE DAC;92110;CLICHY;92024;11.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3080122181870677, 48.910224733397264], ""type"": ""Point""}";48.910224733397264,2.3080122181870677
92024007;LIVRAISON;DROIT;132 RUE MARTRE;92110;CLICHY;92024;15.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3024185894472193, 48.907090186388025], ""type"": ""Point""}";48.907090186388025,2.3024185894472193
92024010;LIVRAISON;DROIT;141 BOULEVARD JEAN JAURES;92110;CLICHY;92024;8.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.300782555831725, 48.906642181932654], ""type"": ""Point""}";48.906642181932654,2.300782555831725
92024012;LIVRAISON;DROIT;5 RUE DU PORT;92110;CLICHY;92024;21.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2994029861302216, 48.90686769602095], ""type"": ""Point""}";48.90686769602095,2.2994029861302216
92024016;LIVRAISON;DROIT;30 RUE FERNAND PELOUTIER;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.299729823542856, 48.90390840273958], ""type"": ""Point""}";48.90390840273958,2.299729823542856
92024017;LIVRAISON;DROIT;41 RUE PIERRE BEREGOVOY;92110;CLICHY;92024;12.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3008900176016005, 48.9050367833615], ""type"": ""Point""}";48.9050367833615,2.3008900176016005
92024018;LIVRAISON;DROIT;21 RUE MEDERIC;92110;CLICHY;92024;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.300957741242594, 48.904689933344834], ""type"": ""Point""}";48.904689933344834,2.300957741242594
92024024;LIVRAISON;DROIT;113 BOULEVARD JEAN JAURES;92110;CLICHY;92024;11.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3024114413729375, 48.904634835177404], ""type"": ""Point""}";48.904634835177404,2.3024114413729375
92024027;LIVRAISON;DROIT;107 BOULEVARD JEAN JAURES;92110;CLICHY;92024;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.302826204162634, 48.90411436126414], ""type"": ""Point""}";48.90411436126414,2.302826204162634
92024037;LIVRAISON;DROIT;2 RUE CHARLES PARADINAS;92110;CLICHY;92024;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3071293042016587, 48.904916519430756], ""type"": ""Point""}";48.904916519430756,2.3071293042016587
92004009;LIVRAISON;DROIT;30 RUE DE CHANZY;92600;ASNIERES SUR SEINE;92004;20.0;0.0;50;UNIQUE;06:30;15:30;0.0;"{""coordinates"": [2.2740883848464755, 48.90854788305447], ""type"": ""Point""}";48.90854788305447,2.2740883848464755
92012008;LIVRAISON;DROIT;6 RUE MOLIERE;92100;BOULOGNE BILLANCOURT;92012;15.0;0.0;30;UNIQUE;08:00;19:00;0.0;"{""coordinates"": [2.2471583065510363, 48.82930378289995], ""type"": ""Point""}";48.82930378289995,2.2471583065510363
92012010;LIVRAISON;FACE;101 RUE DU POINT DU JOUR;92100;BOULOGNE BILLANCOURT;92012;15.0;0.0;50;UNIQUE;08:00;19:00;0.0;"{""coordinates"": [2.248330959941197, 48.829351563074276], ""type"": ""Point""}";48.829351563074276,2.248330959941197
92012021;FONDS;DROIT;217 BOULEVARD JEAN JAURES;92100;BOULOGNE BILLANCOURT;92012;0.0;0.0;50;DOUBLE;08:00;19:00;0.0;"{""coordinates"": [2.2444503533495137, 48.832189294623454], ""type"": ""Point""}";48.832189294623454,2.2444503533495137
92044132;LIVRAISON;DROIT;75 RUE VOLTAIRE;92300;LEVALLOIS PERRET;92044;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2882235210518846, 48.89366443527136], ""type"": ""Point""}";48.89366443527136,2.2882235210518846
92044134;LIVRAISON;DROIT;151 AVENUE DU PRESIDENT WILSON;92300;LEVALLOIS PERRET;92044;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.284275431453463, 48.89910493596866], ""type"": ""Point""}";48.89910493596866,2.284275431453463
92044139;LIVRAISON;DROIT;75 RUE CARNOT;92300;LEVALLOIS PERRET;92044;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2855752097183597, 48.89295648390061], ""type"": ""Point""}";48.89295648390061,2.2855752097183597
92044144;LIVRAISON;DROIT;118 RUE ANATOLE FRANCE;92300;LEVALLOIS PERRET;92044;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2822071534738195, 48.895265414098205], ""type"": ""Point""}";48.895265414098205,2.2822071534738195
92024081;LIVRAISON;DROIT;77 RUE HENRI BARBUSSE;92110;CLICHY;92024;13.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3057478683117276, 48.89984915930961], ""type"": ""Point""}";48.89984915930961,2.3057478683117276
92024083;LIVRAISON;DROIT;26 RUE HENRI BARBUSSE;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3041651155622986, 48.89905442392046], ""type"": ""Point""}";48.89905442392046,2.3041651155622986
92024084;LIVRAISON;DROIT;29 RUE HENRI BARBUSSE;92110;CLICHY;92024;9.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.303321958466383, 48.89881592114663], ""type"": ""Point""}";48.89881592114663,2.303321958466383
92024097;LIVRAISON;DROIT;38 BOULEVARD JEAN JAURES;92110;CLICHY;92024;9.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3071880883750153, 48.89894626189773], ""type"": ""Point""}";48.89894626189773,2.3071880883750153
92024098;LIVRAISON;DROIT;54 BOULEVARD JEAN JAURES;92110;CLICHY;92024;14.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.306442189730308, 48.8998670421849], ""type"": ""Point""}";48.8998670421849,2.306442189730308
92024101;LIVRAISON;DROIT;1 RUE DU DOCTEUR CALMETTE;92110;CLICHY;92024;8.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.307778149449443, 48.89843224162793], ""type"": ""Point""}";48.89843224162793,2.307778149449443
92024104;LIVRAISON;DROIT;11 RUE DU DOCTEUR EMILE ROUX;92110;CLICHY;92024;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3085161161379415, 48.898133799396376], ""type"": ""Point""}";48.898133799396376,2.3085161161379415
92024105;LIVRAISON;DROIT;12 RUE MARTRE;92110;CLICHY;92024;8.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3104874916285056, 48.898562201460635], ""type"": ""Point""}";48.898562201460635,2.3104874916285056
92024106;LIVRAISON;DROIT;18 RUE MARTRE;92110;CLICHY;92024;18.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3102007591875777, 48.89878792913209], ""type"": ""Point""}";48.89878792913209,2.3102007591875777
92024110;LIVRAISON;DROIT;21 RUE MORICE;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3107747671140078, 48.90161142690268], ""type"": ""Point""}";48.90161142690268,2.3107747671140078
92024111;LIVRAISON;DROIT;9 RUE MORICE;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3092094803103755, 48.90098395563312], ""type"": ""Point""}";48.90098395563312,2.3092094803103755
92024120;LIVRAISON;DROIT;9 RUE GASTON PAYMAL;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.309486038602846, 48.902957590299316], ""type"": ""Point""}";48.902957590299316,2.309486038602846
92024133;LIVRAISON;DROIT;1 IMPASSE DUMUR;92110;CLICHY;92024;6.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.313125235712271, 48.904738877903995], ""type"": ""Point""}";48.904738877903995,2.313125235712271
92024138;LIVRAISON;DROIT;RUE YITZHAK RABIN;92110;CLICHY;92024;70.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.31970008090066, 48.905090713853916], ""type"": ""Point""}";48.905090713853916,2.31970008090066
92024141;LIVRAISON;DROIT;20 RUE GEORGES BOISSEAU;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3166355701733847, 48.9041992282209], ""type"": ""Point""}";48.9041992282209,2.3166355701733847
92024143;LIVRAISON;DROIT;8 RUE MADAME DE SANZILLON;92110;CLICHY;92024;12.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3143790114429907, 48.903279424254634], ""type"": ""Point""}";48.903279424254634,2.3143790114429907
92024154;LIVRAISON;DROIT;47 RUE KLOCK;92110;CLICHY;92024;9.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.314910124709547, 48.901787672651984], ""type"": ""Point""}";48.901787672651984,2.314910124709547
92024158;LIVRAISON;DROIT;18 RUE MADAME DE STAEL;92110;CLICHY;92024;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3148884605662556, 48.9026978933762], ""type"": ""Point""}";48.9026978933762,2.3148884605662556
92024160;LIVRAISON;DROIT;1 RUE GEORGES SORET;92110;CLICHY;92024;8.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.31366550807692, 48.90278436215413], ""type"": ""Point""}";48.90278436215413,2.31366550807692
92024164;LIVRAISON;DROIT;35 RUE KLOCK;92110;CLICHY;92024;9.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.313776401502559, 48.901212611273664], ""type"": ""Point""}";48.901212611273664,2.313776401502559
92024165;LIVRAISON;DROIT;89 BOULEVARD VICTOR;92110;CLICHY;92024;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3151713093360717, 48.900425387942825], ""type"": ""Point""}";48.900425387942825,2.3151713093360717
92024177;LIVRAISON;DROIT;119 RUE HENRI BARBUSSE;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3100164824499756, 48.90185977898974], ""type"": ""Point""}";48.90185977898974,2.3100164824499756
92024178;LIVRAISON;DROIT;26 RUE GEORGES BOISSEAU;92110;CLICHY;92024;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.3158244089632443, 48.904763882859925], ""type"": ""Point""}";48.904763882859925,2.3158244089632443
92025002;LIVRAISON;DROIT;10 AVENUE ANATOLE FRANCE;92700;COLOMBES;92025;11.0;0.0;50;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.2512854588581273, 48.91330783695304], ""type"": ""Point""}";48.91330783695304,2.2512854588581273
92025004;LIVRAISON;DROIT;42 RUE DU BOURNARD;92700;COLOMBES;92025;5.0;0.0;50;DOUBLE;00:00;00:00;0.0;"{""coordinates"": [2.25567632805295, 48.92277675992684], ""type"": ""Point""}";48.92277675992684,2.25567632805295
92025011;LIVRAISON;DROIT;138 RUE COLBERT;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2322851527957477, 48.915891720847384], ""type"": ""Point""}";48.915891720847384,2.2322851527957477
92025020;LIVRAISON;DROIT;199 RUE D'ESTIENNE D'ORVES;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2411111118017057, 48.91358802390348], ""type"": ""Point""}";48.91358802390348,2.2411111118017057
92025022;LIVRAISON;DROIT;25B RUE EUGENE BESANCON;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.246022261129234, 48.91639079087875], ""type"": ""Point""}";48.91639079087875,2.246022261129234
92025024;LIVRAISON;DROIT;3 RUE GABRIEL PERI;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.251776623894519, 48.923499121544445], ""type"": ""Point""}";48.923499121544445,2.251776623894519
92025025;LIVRAISON;DROIT;5 RUE GABRIEL PERI;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.251775252175465, 48.92296252529098], ""type"": ""Point""}";48.92296252529098,2.251775252175465
92025028;LIVRAISON;DROIT;3 RUE LAZARE CARNOT;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2547523640562526, 48.91889382062931], ""type"": ""Point""}";48.91889382062931,2.2547523640562526
92025034;LIVRAISON;DROIT;87 RUE MOSLARD;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2390989371907306, 48.913404940802394], ""type"": ""Point""}";48.913404940802394,2.2390989371907306
92025040;LIVRAISON;DROIT;30 RUE PIERRE BROSSOLETTE;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2394763958118635, 48.909845561223726], ""type"": ""Point""}";48.909845561223726,2.2394763958118635
92025045;LIVRAISON;DROIT;13 RUE DES VALLEES;92700;COLOMBES;92025;0.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.257833946758139, 48.91535966183832], ""type"": ""Point""}";48.91535966183832,2.257833946758139
92044005;LIVRAISON;DROIT;3 RUE COLLANGE;92300;LEVALLOIS PERRET;92044;5.0;0.0;0;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.291868659285132, 48.89875125435495], ""type"": ""Point""}";48.89875125435495,2.291868659285132
92044009;LIVRAISON;DROIT;106 RUE BAUDIN;92300;LEVALLOIS PERRET;92044;10.0;0.0;0;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.290761756785494, 48.89976559095377], ""type"": ""Point""}";48.89976559095377,2.290761756785494
92044011;LIVRAISON;DROIT;97 RUE PAUL VAILLANT COUTURIER;92300;LEVALLOIS PERRET;92044;7.5;0.0;0;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.291338231867202, 48.89759238487632], ""type"": ""Point""}";48.89759238487632,2.291338231867202
92044016;LIVRAISON;DROIT;138 RUE VICTOR HUGO;92300;LEVALLOIS PERRET;92044;7.5;0.0;0;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.294727838250813, 48.89794602863995], ""type"": ""Point""}";48.89794602863995,2.294727838250813
92044018;LIVRAISON;DROIT;124 RUE VICTOR HUGO;92300;LEVALLOIS PERRET;92044;8.0;0.0;0;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.2952836448753957, 48.897329575368595], ""type"": ""Point""}";48.897329575368595,2.2952836448753957
92044039;LIVRAISON;DROIT;11 RUE CAMILLE PELLETAN;92300;LEVALLOIS PERRET;92044;10.0;0.0;0;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.2895900469605306, 48.89578830995479], ""type"": ""Point""}";48.89578830995479,2.2895900469605306
92044041;LIVRAISON;DROIT;25 RUE JULES GUESDE;92300;LEVALLOIS PERRET;92044;7.0;0.0;0;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.2932968699370515, 48.89236141822246], ""type"": ""Point""}";48.89236141822246,2.2932968699370515
92044045;LIVRAISON;DROIT;57 RUE DEGUINGAND;92300;LEVALLOIS PERRET;92044;10.0;0.0;0;UNIQUE;00:00;00:00;0.0;"{""coordinates"": [2.296483334782085, 48.89486391079192], ""type"": ""Point""}";48.89486391079192,2.296483334782085
92044050;LIVRAISON;DROIT;53 RUE JEAN JAURES;92300;LEVALLOIS PERRET;92044;6.5;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.293303309788412, 48.89210785577767], ""type"": ""Point""}";48.89210785577767,2.293303309788412
92044053;LIVRAISON;DROIT;21 RUE EDOUARD VAILLANT;92300;LEVALLOIS PERRET;92044;11.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2917504936181228, 48.89284999389046], ""type"": ""Point""}";48.89284999389046,2.2917504936181228
92044054;LIVRAISON;DROIT;38 RUE EDOUARD VAILLANT;92300;LEVALLOIS PERRET;92044;13.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2910148022334265, 48.893795293488346], ""type"": ""Point""}";48.893795293488346,2.2910148022334265
92044056;LIVRAISON;DROIT;87 RUE BAUDIN;92300;LEVALLOIS PERRET;92044;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2880387329908505, 48.899071684827774], ""type"": ""Point""}";48.899071684827774,2.2880387329908505
92044059;LIVRAISON;DROIT;76 RUE RIVAY;92300;LEVALLOIS PERRET;92044;10.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.28704685330344, 48.89733563312106], ""type"": ""Point""}";48.89733563312106,2.28704685330344
92044065;LIVRAISON;DROIT;38 RUE RIVAY;92300;LEVALLOIS PERRET;92044;11.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.289293897856329, 48.89461748254114], ""type"": ""Point""}";48.89461748254114,2.289293897856329
92044071;LIVRAISON;DROIT;29 RUE JEAN JAURES;92300;LEVALLOIS PERRET;92044;7.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2915355970682874, 48.89038879318633], ""type"": ""Point""}";48.89038879318633,2.2915355970682874
92044074;LIVRAISON;DROIT;71 RUE LOUISE MICHEL;92300;LEVALLOIS PERRET;92044;9.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2905143048787964, 48.89019499885318], ""type"": ""Point""}";48.89019499885318,2.2905143048787964
92044075;LIVRAISON;DROIT;8 RUE GABRIEL PERI;92300;LEVALLOIS PERRET;92044;6.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.289880780845498, 48.88972851963588], ""type"": ""Point""}";48.88972851963588,2.289880780845498
92044079;LIVRAISON;DROIT;18 RUE ANATOLE FRANCE;92300;LEVALLOIS PERRET;92044;14.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2880913474297757, 48.88880908468405], ""type"": ""Point""}";48.88880908468405,2.2880913474297757
92044080;LIVRAISON;DROIT;22 RUE ANATOLE FRANCE;92300;LEVALLOIS PERRET;92044;8.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.287647381135309, 48.889300559115846], ""type"": ""Point""}";48.889300559115846,2.287647381135309
92044086;LIVRAISON;DROIT;3 PLACE DU MARECHAL DE TASSIGNY;92300;LEVALLOIS PERRET;92044;5.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2849561723105523, 48.88759990711557], ""type"": ""Point""}";48.88759990711557,2.2849561723105523
92044096;LIVRAISON;DROIT;52 AVENUE DE LA PORTE DE VILLIERS;92300;LEVALLOIS PERRET;92044;7.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2840086992428095, 48.886109826301755], ""type"": ""Point""}";48.886109826301755,2.2840086992428095
92044108;LIVRAISON;DROIT;36 RUE GABRIEL PERI;92300;LEVALLOIS PERRET;92044;8.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2884808546561914, 48.891285313328176], ""type"": ""Point""}";48.891285313328176,2.2884808546561914
92044111;LIVRAISON;DROIT;12 RUE TREBOIS;92300;LEVALLOIS PERRET;92044;15.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2903405200422893, 48.890661349047804], ""type"": ""Point""}";48.890661349047804,2.2903405200422893
92044113;LIVRAISON;DROIT;71 RUE LOUIS ROUQUIER;92300;LEVALLOIS PERRET;92044;7.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2885273803118453, 48.89147738823542], ""type"": ""Point""}";48.89147738823542,2.2885273803118453
92044118;LIVRAISON;DROIT;33 RUE DU PRESIDENT WILSON;92300;LEVALLOIS PERRET;92044;13.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.291077029723461, 48.89123104764291], ""type"": ""Point""}";48.89123104764291,2.291077029723461
92044119;LIVRAISON;DROIT;29 RUE DU PRESIDENT WILSON;92300;LEVALLOIS PERRET;92044;11.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2912578303808298, 48.89102942866402], ""type"": ""Point""}";48.89102942866402,2.2912578303808298
92044122;LIVRAISON;DROIT;68 RUE ARISTIDE BRIAND;92300;LEVALLOIS PERRET;92044;7.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2878362088323834, 48.89216212827854], ""type"": ""Point""}";48.89216212827854,2.2878362088323834
92044126;LIVRAISON;DROIT;68 RUE ANATOLE FRANCE;92300;LEVALLOIS PERRET;92044;12.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2855162049935194, 48.89163342625671], ""type"": ""Point""}";48.89163342625671,2.2855162049935194
92044127;LIVRAISON;DROIT;53 RUE VOLTAIRE;92300;LEVALLOIS PERRET;92044;13.0;0.0;0;;00:00;00:00;0.0;"{""coordinates"": [2.2853697421256607, 48.892451776078865], ""type"": ""Point""}";48.892451776078865,2.2853697421256607
92049015;LIVRAISON;DROIT;13 RUE DU POITOU;92120;MONTROUGE;92049;5.3000001899999996;0.0;50;UNIQUE;07:00;13:00;0.0;"{""coordinates"": [2.3076344153075823, 48.811785360414774], ""type"": ""Point""}";48.811785360414774,2.3076344153075823
92049020;LIVRAISON;DROIT;99 RUE MAURICE ARNOUX;92120;MONTROUGE;92049;8.0;0.0;50;UNIQUE;07:00;13:00;0.0;"{""coordinates"": [2.311273221338883, 48.81569124393347], ""type"": ""Point""}";48.81569124393347,2.311273221338883
92049027;LIVRAISON;DROIT;110 AVENUE MAX DORMOY;92120;MONTROUGE;92049;8.0;0.0;50;DOUBLE;07:00;13:00;0.0;"{""coordinates"": [2.315588611594342, 48.81006026508506], ""type"": ""Point""}";48.81006026508506,2.315588611594342
92049033;LIVRAISON;DROIT;48 RUE RACINE;92120;MONTROUGE;92049;9.0;0.0;50;UNIQUE;07:00;13:00;0.0;"{""coordinates"": [2.313507306132477, 48.81258249421054], ""type"": ""Point""}";48.81258249421054,2.313507306132477
92049045;LIVRAISON;FACE;3 PLACE JULES FERRY;92120;MONTROUGE;92049;9.5;0.0;50;UNIQUE;07:00;13:00;0.0;"{""coordinates"": [2.3256407448398786, 48.812098218314105], ""type"": ""Point""}";48.812098218314105,2.3256407448398786
